droughtDate,droughtLvl,areaPct,fireName,county,acres,fireDate,countyList,countyCount
10/03/2020,D1,48.09,Tomahawk,San Diego,"5,367",14/05/2014,,
10/03/2020,D2,0,Poinsettia,San Diego,600,14/05/2014,,
10/03/2020,D3,0,Cocos,San Diego,"1,995",14/05/2014,,
10/03/2020,D4,0,Pulgas,San Diego,"14,416",15/05/2014,,
03/03/2020,D0,69.74,San Mateo,San Diego,"1,457",16/05/2014,,
03/03/2020,D1,34.16,Shirley,Kern,"2,545",13/06/2014,,
03/03/2020,D2,0,Stony,Monterey,"4,840",19/06/2014,,
03/03/2020,D3,0,Butts,Napa,"4,300",01/07/2014,,
03/03/2020,D4,0,Modoc July Complex,Modoc,"2,566",01/07/2014,,
25/02/2020,D0,69.74,Monticello,Yolo,"6,488",04/07/2014,,
25/02/2020,D1,23.34,Bully,Shasta,"12,661",11/07/2014,,
25/02/2020,D2,0,Nicolls,Kern,"1,680",11/07/2014,,
25/02/2020,D3,0,Dark Hole,Mariposa,"1,077",16/07/2014,,
25/02/2020,D4,0,Sand,El Dorado,"4,240",25/07/2014,,
18/02/2020,D0,59.98,Kelley,Merced,"1,000",26/07/2014,,
18/02/2020,D1,9.54,El Portal,Mariposa,"4,689",26/07/2014,,
18/02/2020,D2,0,French,Madera,"13,838",28/07/2014,,
18/02/2020,D3,0,Day,Modoc,"13,153",30/07/2014,,
18/02/2020,D4,0,Lodge Complex,Mendocino,"12,535",30/07/2014,,
11/02/2020,D0,46.15,Bald,Shasta,"39,736",30/07/2014,,
11/02/2020,D1,9.54,Coffee Complex,Trinity,"6,178",30/07/2014,,
11/02/2020,D2,0,KNF Beaver,Siskiyou,"32,496",30/07/2014,,
11/02/2020,D3,0,Little Deer,Siskiyou,"5,503",31/07/2014,,
11/02/2020,D4,0,Eiler,Shasta,"32,416",31/07/2014,,
04/02/2020,D0,34.28,July Complex,Siskiyou,"50,042",03/08/2014,,
04/02/2020,D1,0,Happy Camp Complex,Siskiyou,"134,056",14/08/2014,,
04/02/2020,D2,0,Meadow,Mariposa,"4,772",15/08/2014,,
04/02/2020,D3,0,Way,Kern,"4,045",18/08/2014,,
04/02/2020,D4,0,Gulch,Shasta,"1,375",10/09/2014,,
28/01/2020,D0,34.28,King,El Dorado,"97,717",13/09/2014,,
28/01/2020,D1,0,Courtney,Madera,320,14/09/2014,,
28/01/2020,D2,0,Boles,Siskiyou,516,15/09/2014,,
28/01/2020,D3,0,Dog Rock,Mariposa,311,07/10/2014,,
28/01/2020,D4,0,Panther,Tehama,"6,896",01/05/2013,,
21/01/2020,D0,3.61,Summit,Riverside,"3,161",01/05/2013,,
21/01/2020,D1,0,Springs,Ventura,"24,251",02/05/2013,,
21/01/2020,D2,0,Grand,Kern,"4,346",15/05/2013,,
21/01/2020,D3,0,San Felipe,San Diego,"2,650",23/05/2013,,
21/01/2020,D4,0,General,San Diego,"2,500",26/05/2013,,
14/01/2020,D0,3.61,White,Santa Barbara,"1,984",27/05/2013,,
14/01/2020,D1,0,Powerhouse,Los Angeles,"30,274",30/05/2013,,
14/01/2020,D2,0,Hathaway,Riverside,"3,870",09/06/2013,,
14/01/2020,D3,0,Carstens,Mariposa,"1,708",16/06/2013,,
14/01/2020,D4,0,Chariot,San Diego,"7,055",06/07/2013,,
07/01/2020,D0,3.57,Mountain,Riverside,"27,531",15/07/2013,,
07/01/2020,D1,0,Aspen,Fresno,"22,992",22/07/2013,,
07/01/2020,D2,0,Forks Complex,Siskiyou,"37,246",31/07/2013,,
07/01/2020,D3,0,Salmon River Complex,Siskiyou,"14,754",31/07/2013,,
07/01/2020,D4,0,Falls,Riverside,"1,383",05/08/2013,,
31/12/2019,D0,3.57,Power,Tuolumne,"1,070",05/08/2013,,
31/12/2019,D1,0,Silver,Riverside,"20,292",07/08/2013,,
31/12/2019,D2,0,Corral Complex,Humboldt,"12,503",10/08/2013,,
31/12/2019,D3,0,American,Placer,"22,407",11/08/2013,,
31/12/2019,D4,0,Swedes,Butte,"2,264",16/08/2013,,
24/12/2019,D0,3.57,Rim,Tuolumne,"257,314",17/08/2013,,
24/12/2019,D1,0,Mission,Monterey,"4,500",22/08/2013,,
24/12/2019,D2,0,Deer,Tehama,"11,429",23/08/2013,,
24/12/2019,D3,0,Fish,Tulare,"2,060",23/08/2013,,
24/12/2019,D4,0,Morgan,Contra Costa,"3,100",08/09/2013,,
17/12/2019,D0,3.57,Clover,Shasta,"8,073",09/09/2013,,
17/12/2019,D1,0,DeLuz,San Diego,"2,236",05/10/2013,,
17/12/2019,D2,0,McCabe,Sonoma,"3,505",22/11/2013,,
17/12/2019,D3,0,Banner,San Diego,"5,320",24/05/2012,,
17/12/2019,D4,0,George,Tulare,"1,707",01/06/2012,,
10/12/2019,D0,3.57,Gaines,Mariposa,"1,700",12/06/2012,,
10/12/2019,D1,0,Highland,Riverside,"2,171",16/06/2012,,
10/12/2019,D2,0,Cascade,Mariposa,"1,705",16/06/2012,,
10/12/2019,D3,0,Dale,Shasta,"1,083",05/07/2012,,
10/12/2019,D4,0,Fish,Inyo,"1,103",07/07/2012,,
03/12/2019,D0,85.26,Mill,Colusa,"29,502",07/07/2012,,
03/12/2019,D1,0.01,Grapevine,Colusa,"1,870",08/07/2012,,
03/12/2019,D2,0,Rail,Colusa,"1,870",09/07/2012,,
03/12/2019,D3,0,Turkey,Monterey,"2,529",09/07/2012,,
03/12/2019,D4,0,Robbers,Placer,"2,650",11/07/2012,,
26/11/2019,D0,90.78,Flat,Trinity,"1,688",11/07/2012,,
26/11/2019,D1,3.31,Sand,Kern,"1,428",14/07/2012,,
26/11/2019,D2,0.01,Spanish,Lassen,"1,169",18/07/2012,,
26/11/2019,D3,0,Reading,Shasta,"28,079",23/07/2012,,
26/11/2019,D4,0,Chips,Plumas,"75,217",29/07/2012,,
19/11/2019,D0,81.45,Rushmore,Riverside,"1,000",04/08/2012,,
19/11/2019,D1,3.59,Piute Comlex,Kern,"1,783",04/08/2012,,
19/11/2019,D2,0.01,Lake Complex,Modoc,"1,668",05/08/2012,,
19/11/2019,D3,0,Fort Complex,Siskiyou,"23,653",05/08/2012,,
19/11/2019,D4,0,Barry Point,Modoc,"38,394",06/08/2012,,
12/11/2019,D0,81.39,Indian,Mono,"12,574",08/08/2012,,
12/11/2019,D1,3.57,Chihuahua,San Diego,"2,006",09/08/2012,,
12/11/2019,D2,0.01,Jawbone Complex,Kern,"1,218",10/08/2012,,
12/11/2019,D3,0,Ramsey,Calaveras,"1,137",11/08/2012,,
12/11/2019,D4,0,Wye,Lake,"2,934",12/08/2012,,
05/11/2019,D0,17.74,Walker,Lake,"5,000",12/08/2012,,
05/11/2019,D1,2.06,Rush,Lassen,"271,911",12/08/2012,,
05/11/2019,D2,0,Vallecito Lightning Complex,San Diego,"22,829",13/08/2012,,
05/11/2019,D3,0,Mill,Tehama,"1,641",13/08/2012,,
05/11/2019,D4,0,Buck,Riverside,"2,681",14/08/2012,,
29/10/2019,D0,17.74,Nelson,Modoc,"3,661",17/08/2012,,
29/10/2019,D1,2.06,Ponderosa,Tehama,"27,676",18/08/2012,,
29/10/2019,D2,0,Bagley Complex,Shasta,"1,000",18/08/2012,,
29/10/2019,D3,0,North Pass,Mendocino,"41,983",18/08/2012,,
29/10/2019,D4,0,Bagley,Shasta,"46,011",18/08/2012,,
22/10/2019,D0,17.74,Williams,Los Angeles,"4,192",02/09/2012,,
22/10/2019,D1,2.06,Sixteen Complex,Colusa,"19,000",04/09/2012,,
22/10/2019,D2,0,Stafford,Trinity,"4,407",05/09/2012,,
22/10/2019,D3,0,Likely,Lassen,"9,838",05/09/2012,,
22/10/2019,D4,0,Scotts,Lake,"4,517",07/09/2012,,
15/10/2019,D0,14.6,Shockey,San Diego,"2,555",23/09/2012,,
15/10/2019,D1,2.06,Cove,Kern,"1,122",27/05/2011,,
15/10/2019,D2,0,Cougar,Modoc,"2,000",08/06/2011,,
15/10/2019,D3,0,Antelope,Kern,"5,200",19/06/2011,,
15/10/2019,D4,0,Quinn,Kern,"3,154",21/06/2011,,
08/10/2019,D0,4.71,Stage,Tulare,"1,213",27/06/2011,,
08/10/2019,D1,2.06,Lion,Tulare,"20,500",08/07/2011,,
08/10/2019,D2,0,Scorpion Complex,Modoc,"2,945",15/07/2011,,
08/10/2019,D3,0,Eagle,San Diego,"14,100",21/07/2011,,
08/10/2019,D4,0,Annie,Modoc,"2,076",18/08/2011,,
01/10/2019,D0,4.71,Motor,Mariposa,"5,231",25/08/2011,,
01/10/2019,D1,2.06,Wells,San Bernardino,"1,723",28/08/2011,,
01/10/2019,D2,0,Hill,San Bernardino,"1,135",02/09/2011,,
01/10/2019,D3,0,Soda,San Luis Obispo,"1,528",03/09/2011,,
01/10/2019,D4,0,Canyon,Kern,"14,585",04/09/2011,,
24/09/2019,D0,10.27,Milton,San Joaquin,"1,122",09/09/2011,,
24/09/2019,D1,2.06,Keene Complex,Kern,"2,577",10/09/2011,,
24/09/2019,D2,0,Comanche Complex,Kern,"29,338",10/09/2011,,
24/09/2019,D3,0,Breckenridge Complex,Kern,"25,213",10/09/2011,,
24/09/2019,D4,0,John,Inyo,"5,300",13/09/2011,,
17/09/2019,D0,10.39,Tamarack,Mariposa,"1,011",13/09/2011,,
17/09/2019,D1,2.06,65 Fire,Kern,"2,005",23/09/2011,,
17/09/2019,D2,0,Ruth,Trinity,"1,460",23/09/2011,,
17/09/2019,D3,0,Buckeye,Mono,"1,140",25/09/2011,,
17/09/2019,D4,0,Great,San Diego,"2,135",01/10/2011,,
10/09/2019,D0,9.06,Cotton,San Luis Obispo,"2,044",15/05/2010,,
10/09/2019,D1,1.09,McKinley,Riverside,"1,000",20/05/2010,,
10/09/2019,D2,0.01,Robinson,Merced,"1,600",11/06/2010,,
10/09/2019,D3,0,Aliso,San Diego,"3,225",13/07/2010,,
10/09/2019,D4,0,Sand 2,Kern,"1,254",16/07/2010,,
03/09/2019,D0,9.06,Indian,Kern,"1,822",18/07/2010,,
03/09/2019,D1,1.09,Mono,Mono,"1,205",26/07/2010,,
03/09/2019,D2,0,Bull,Kern,"16,442",26/07/2010,,
03/09/2019,D3,0,McDonald,Lassen,"9,408",27/07/2010,,
03/09/2019,D4,0,West,Kern,"1,650",27/07/2010,,
27/08/2019,D0,9.06,Crown,Los Angeles,"13,918",29/07/2010,,
27/08/2019,D1,1.09,Bar,Plumas,"1,040",31/07/2010,,
27/08/2019,D2,0,Pozo,San Luis Obispo,"1,200",21/08/2010,,
27/08/2019,D3,0,Post,Kern,"1,312",25/08/2010,,
27/08/2019,D4,0,Bullard,Yuba,"1,307",27/08/2010,,
20/08/2019,D0,6.73,Bullards,Nevada,"1,500",27/08/2010,,
20/08/2019,D1,0,Canyon,Kern,"9,820",12/09/2010,,
20/08/2019,D2,0,Jesusita,Santa Barbara,"8,733",05/05/2009,,
20/08/2019,D3,0,Grouse,Mariposa,"3,047",30/05/2009,,
20/08/2019,D4,0,Harden,Tuolumne,"1,661",08/06/2009,,
13/08/2019,D0,5.93,Explosive,San Joaquin,"2,163",19/06/2009,,
13/08/2019,D1,0,Lion Complex,Tulare,"3,988",30/06/2009,,
13/08/2019,D2,0,Backbone,Trinity,"6,324",01/07/2009,,
13/08/2019,D3,0,Yankee,San Diego,"2,200",11/07/2009,,
13/08/2019,D4,0,Fork,Inyo,"3,268",18/07/2009,,
06/08/2019,D0,4.45,Tennant,Siskiyou,"3,225",19/07/2009,,
06/08/2019,D1,0,Knight,Tuolumne,"6,130",26/07/2009,,
06/08/2019,D2,0,Wildcat,Tuolumne,"1,100",29/07/2009,,
06/08/2019,D3,0,Hat Creek Complex,Shasta,"11,269",01/08/2009,,
06/08/2019,D4,0,W-4,Lassen,"1,500",01/08/2009,,
30/07/2019,D0,4.32,Dodge Complex,Lassen,"1,600",01/08/2009,,
30/07/2019,D1,0,Brown,Shasta,"1,000",02/08/2009,,
30/07/2019,D2,0,Fairfield,Shasta,"1,664",02/08/2009,,
30/07/2019,D3,0,Chalk (Shu Complex),Shasta,"6,895",03/08/2009,,
30/07/2019,D4,0,Goose (Shu Complex),Shasta,"3,918",03/08/2009,,
23/07/2019,D0,4.32,Cassel (Shu Complex),Shasta,"6,319",03/08/2009,,
23/07/2019,D1,0,La Brea,Santa Barbara,"89,489",08/08/2009,,
23/07/2019,D2,0,Lockheed,Santa Cruz,"7,817",12/08/2009,,
23/07/2019,D3,0,Coffin,Trinity,"1,300",12/08/2009,,
23/07/2019,D4,0,Corral,San Joaquin,"12,200",13/08/2009,,
16/07/2019,D0,4.32,Yuba,Yuba,"3,891",14/08/2009,,
16/07/2019,D1,0,Red Rock,Siskiyou,"1,364",21/08/2009,,
16/07/2019,D2,0,Morris,Los Angeles,"2,168",25/08/2009,,
16/07/2019,D3,0,Bryson,Monterey,"3,383",25/08/2009,,
16/07/2019,D4,0,Station,Los Angeles,"160,577",26/08/2009,,
09/07/2019,D0,4.32,Big Meadows,Mariposa,"7,425",26/08/2009,,
09/07/2019,D1,0,Gloria,Monterey,"6,437",27/08/2009,,
09/07/2019,D2,0,Cottonwood,Riverside,"2,409",27/08/2009,,
09/07/2019,D3,0,Pacheco,Santa Clara,"1,600",29/08/2009,,
09/07/2019,D4,0,Oak Glen III,San Bernardino,"1,159",30/08/2009,,
02/07/2019,D0,4.32,Oasis,Lake,"1,500",07/09/2009,,
02/07/2019,D1,0,Guiberson,Ventura,"17,500",22/09/2009,,
02/07/2019,D2,0,Six,Yolo,"1,235",01/10/2009,,
02/07/2019,D3,0,Sheep,San Bernardino,"7,128",03/10/2009,,
02/07/2019,D4,0,Mill Creek #4,Humboldt,"2,750",07/10/2009,,
25/06/2019,D0,4.32,Wawona Nw,Mariposa,"1,130",09/04/2008,,
25/06/2019,D1,0,Honey Bee,Tulare,"1,225",06/05/2008,,
25/06/2019,D2,0,Colyear,Tehama,"1,331",06/05/2008,,
25/06/2019,D3,0,Avocado,Fresno,"1,100",20/05/2008,,
25/06/2019,D4,0,Summit,Santa Cruz,"4,270",22/05/2008,,
18/06/2019,D0,4.32,Clover,Tulare,"15,300",28/05/2008,,
18/06/2019,D1,0,Indians,Monterey,"81,378",08/06/2008,,
18/06/2019,D2,0,Jackson,Sacramento,"6,400",10/06/2008,,
18/06/2019,D3,0,Ophir,Butte,"1,600",10/06/2008,,
18/06/2019,D4,0,41,Madera,"3,300",10/06/2008,,
11/06/2019,D0,4.32,Lagrange,Tuolumne,"1,346",10/06/2008,,
11/06/2019,D1,0,Humboldt,Butte,"23,344",11/06/2008,,
11/06/2019,D2,0,Whiskey,Tehama,"7,783",12/06/2008,,
11/06/2019,D3,0,Albion River Lightning,Mendocino,"1,000",20/06/2008,,
11/06/2019,D4,0,Lime Complex,Trinity,"98,715",20/06/2008,,
04/06/2019,D0,4.32,Mad Complex,Trinity,"3,705",20/06/2008,,
04/06/2019,D1,0,Hells Half Complex,Trinity,"15,146",20/06/2008,,
04/06/2019,D2,0,South Complex,Humboldt,"29,327",20/06/2008,,
04/06/2019,D3,0,Brown Complex,San Benito,"3,870",21/06/2008,,
04/06/2019,D4,0,West Branch,Butte,"3,206",21/06/2008,,
28/05/2019,D0,5.97,Frey,Butte,"10,000",21/06/2008,,
28/05/2019,D1,0,Flea Valley,Butte,"1,248",21/06/2008,,
28/05/2019,D2,0,Flea Valley 2,Butte,"1,248",21/06/2008,,
28/05/2019,D3,0,Paradise,Humboldt,"1,076",21/06/2008,,
28/05/2019,D4,0,Blue 2 Complex,Siskiyou,"82,186",20/06/2008,,
21/05/2019,D0,5.97,Popcorn,Lassen,"3,000",21/06/2008,,
21/05/2019,D1,0,Cub Complex,Lassen,"19,718",21/06/2008,,
21/05/2019,D2,0,Peterson Complex,Lassen,"7,842",21/06/2008,,
21/05/2019,D3,0,Wild,Napa,"4,200",21/06/2008,,
21/05/2019,D4,0,Basin Complex,Monterey,"162,818",21/06/2008,,
14/05/2019,D0,5.97,Wagers Lightning,Mendocino,"3,000",21/06/2008,,
14/05/2019,D1,0,Jack Smith Lightning,Mendocino,"3,000",21/06/2008,,
14/05/2019,D2,0,Mallo B,Mendocino,"4,466",21/06/2008,,
14/05/2019,D3,0,Squaw 1 Lightning 2,Mendocino,"3,000",21/06/2008,,
14/05/2019,D4,0,Red Mountain 1,Mendocino,"7,515",21/06/2008,,
07/05/2019,D0,5.97,Gate Lightning,Mendocino,"3,000",21/06/2008,,
07/05/2019,D1,0,Soda Complex,Lake,"8,632",21/06/2008,,
07/05/2019,D2,0,Canyon Complex,Plumas,"47,680",21/06/2008,,
07/05/2019,D3,0,Iron Alps Complex,Trinity,"105,805",21/06/2008,,
07/05/2019,D4,0,Sta 57 Ono Cdf Igo 2,Shasta,"4,000",21/06/2008,,
30/04/2019,D0,5.97,Whitmore Old Crow C2,Shasta,"2,054",21/06/2008,,
30/04/2019,D1,0,EO2A,Shasta,"1,200",21/06/2008,,
30/04/2019,D2,0,Stein,Shasta,"1,148",21/06/2008,,
30/04/2019,D3,0,Moon,Shasta,"6,030",21/06/2008,,
30/04/2019,D4,0,Platina 4,Trinity,"12,980",21/06/2008,,
23/04/2019,D0,5.97,Lewiston 8,Trinity,"1,311",21/06/2008,,
23/04/2019,D1,0,Lakehead,Shasta,"27,936",21/06/2008,,
23/04/2019,D2,0,Oliver,Mariposa,"2,200",21/06/2008,,
23/04/2019,D3,0,North Mountain,Tuolumne,"2,889",21/06/2008,,
23/04/2019,D4,0,American River Complex,Placer,"20,541",21/06/2008,,
16/04/2019,D0,5.97,Yuba River Complex,Sierra,"4,254",21/06/2008,,
16/04/2019,D1,0,Whiskeytown Complex,Shasta,"6,420",21/06/2008,,
16/04/2019,D2,0,Klamath Theater Complex,Siskiyou,"192,038",21/06/2008,,
16/04/2019,D3,0,Popcorn,Lassen,"3,000",22/06/2008,,
16/04/2019,D4,0,Mill Complex,Tehama,"2,100",22/06/2008,,
09/04/2019,D0,5.97,Walker,Lake,"15,000",22/06/2008,,
09/04/2019,D1,0,Orr Springs Rd Ukv 2,Mendocino,"3,000",22/06/2008,,
09/04/2019,D2,0,5-8 Cliff Lightning,Mendocino,"1,000",22/06/2008,,
09/04/2019,D3,0,Venture,Shasta,"1,912",22/06/2008,,
09/04/2019,D4,0,Corral,Lassen,"12,500",23/06/2008,,
02/04/2019,D0,6.58,Oliver,Mariposa,"2,789",23/06/2008,,
02/04/2019,D1,0,Mill Creek,Tehama,"13,580",24/06/2008,,
02/04/2019,D2,0,Piute,Kern,"37,026",28/06/2008,,
02/04/2019,D3,0,Hardy,Mendocino,"5,581",30/06/2008,,
02/04/2019,D4,0,Gap,Santa Barbara,"9,443",01/07/2008,,
26/03/2019,D0,6.58,Butch Lightning,Mendocino,"2,800",04/07/2008,,
26/03/2019,D1,0,Lost Pipe Lightning,Mendocino,"1,200",04/07/2008,,
26/03/2019,D2,0,Jack Smith Lightning,Mendocino,"2,000",04/07/2008,,
26/03/2019,D3,0,Albion Lightning,Mendocino,"3,000",04/07/2008,,
26/03/2019,D4,0,Horse Lightning,Mendocino,"1,000",04/07/2008,,
19/03/2019,D0,6.58,Orr Series Lightning,Mendocino,"3,000",04/07/2008,,
19/03/2019,D1,0,Montgomery Flat Lightning,Mendocino,"3,000",04/07/2008,,
19/03/2019,D2,0,Alder Creek Beach,Mendocino,"1,000",07/07/2008,,
19/03/2019,D3,0,Tehipite,Fresno,"11,596",19/07/2008,,
19/03/2019,D4,0,Panther,Siskiyou,"72,344",24/07/2008,,
12/03/2019,D0,6.58,Telegraph,Mariposa,"34,091",25/07/2008,,
12/03/2019,D1,0,Rich,Plumas,"6,112",29/07/2008,,
12/03/2019,D2,0,Craig,Butte,"2,001",03/08/2008,,
12/03/2019,D3,0,Rim,Butte,"1,651",13/08/2008,,
12/03/2019,D4,0,Empire,Butte,"2,000",13/08/2008,,
05/03/2019,D0,10.16,Camp Beldon and Pit,Butte,"47,647",08/07/2008,,
05/03/2019,D1,0.6,Smokey,Butte,"1,324",13/08/2008,,
05/03/2019,D2,0,Jack,Siskiyou,"6,900",17/08/2008,,
05/03/2019,D3,0,Gladding,Placer,"1,000",01/09/2008,,
05/03/2019,D4,0,Gulch,Shasta,"2,847",07/09/2008,,
26/02/2019,D0,12.83,Hidden,Tulare,"3,668",10/09/2008,,
26/02/2019,D1,2.33,Chalk,Monterey,"16,269",25/09/2008,,
26/02/2019,D2,0,November,San Diego,"1,400",08/10/2008,,
26/02/2019,D3,0,Marek,Los Angeles,"4,824",12/10/2008,,
26/02/2019,D4,0,Sesnon,Los Angeles,"14,703",13/10/2008,,
19/02/2019,D0,32.93,Juliett,San Diego,"4,026",13/10/2008,,
19/02/2019,D1,3.77,Lackerman,Butte,"1,310",23/10/2008,,
19/02/2019,D2,1.36,Tea,Santa Barbara,"1,940",13/11/2008,,
19/02/2019,D3,0,Sayre,Los Angeles,"11,200",14/11/2008,,
19/02/2019,D4,0,Freeway Complex,Riverside,"30,305",15/11/2008,,
12/02/2019,D0,63.23,241,Orange,"2,036",11/03/2007,,
12/02/2019,D1,10.55,Sierra,Riverside,"1,044",11/03/2007,,
12/02/2019,D2,1.63,Las Flores,San Bernardino,"4,100",31/03/2007,,
12/02/2019,D3,0,Golden,Inyo,"1,988",14/04/2007,,
12/02/2019,D4,0,James,Kern,"1,350",29/04/2007,,
05/02/2019,D0,65.63,Island,Los Angeles,"4,750",10/05/2007,,
05/02/2019,D1,10.55,Gorman,Los Angeles,"2,050",19/05/2007,,
05/02/2019,D2,1.89,Shannon,Tulare,"2,140",03/06/2007,,
05/02/2019,D3,0,Goldledge,Tulare,"4,196",03/06/2007,,
05/02/2019,D4,0,Inkopah,Imperial,"1,500",05/06/2007,,
29/01/2019,D0,76.07,Angora,El Dorado,"3,100",24/06/2007,,
29/01/2019,D1,23.66,White,Kern,"12,454",24/06/2007,,
29/01/2019,D2,1.89,Mission,Monterey,"2,300",28/06/2007,,
29/01/2019,D3,0,Zaca,Santa Barbara,"240,207",04/07/2007,,
29/01/2019,D4,0,Antelope Complex,Plumas,"22,902",05/07/2007,,
22/01/2019,D0,92.23,Inyo Complex,Inyo,"35,176",06/07/2007,,
22/01/2019,D1,72.23,Rock 2,Tulare,"1,005",06/07/2007,,
22/01/2019,D2,3.44,Fletcher,Modoc,"8,121",10/07/2007,,
22/01/2019,D3,0.71,Elk Complex,Siskiyou,"17,684",10/07/2007,,
22/01/2019,D4,0,China-Back Complex,Siskiyou,"2,906",13/07/2007,,
15/01/2019,D0,92.23,Bangor,Butte,"1,057",07/08/2007,,
15/01/2019,D1,75.17,Tar,Kings,"5,644",10/08/2007,,
15/01/2019,D2,5.54,Grouse,Tulare,"1,022",27/08/2007,,
15/01/2019,D3,0.71,Wallow,Trinity,"1,440",29/08/2007,,
15/01/2019,D4,0,North,Los Angeles,"2,200",02/09/2007,,
08/01/2019,D0,92.23,Lick,Santa Clara,"47,760",03/09/2007,,
08/01/2019,D1,75.17,Moonlight,Plumas,"64,997",03/09/2007,,
08/01/2019,D2,14.12,Pine,San Diego,"2,170",12/09/2007,,
08/01/2019,D3,1.55,Butler 2,San Bernardino,"14,039",14/09/2007,,
08/01/2019,D4,0,Ranch,Los Angeles,"58,401",20/10/2007,,
01/01/2019,D0,92.23,Canyon,Los Angeles,"4,521",21/10/2007,,
01/01/2019,D1,75.17,Sedgewick Fire,Santa Barbara,710,21/10/2007,,
01/01/2019,D2,14.12,Harris,San Diego,"90,440",21/10/2007,,
01/01/2019,D3,2.1,Witch,San Diego,"197,990",21/10/2007,,
01/01/2019,D4,0,McCoy Fire[nb 1],San Diego,400,21/10/2007,,
25/12/2018,D0,92.23,Buckweed,Los Angeles,"38,356",21/10/2007,,
25/12/2018,D1,75.17,Santiago,Orange,"28,400",21/10/2007,,
25/12/2018,D2,16.25,Little Mountain Fire,San Bernardino,650,22/10/2007,,
25/12/2018,D3,2.1,Magic,Los Angeles,"2,824",22/10/2007,,
25/12/2018,D4,0,Slide,San Bernardino,"12,759",22/10/2007,,
18/12/2018,D0,92.23,Rice,San Diego,"9,472",22/10/2007,,
18/12/2018,D1,75.17,Grass Valley,San Bernardino,"1,247",22/10/2007,,
18/12/2018,D2,16.87,Meadowridge Fire,Los Angeles,"58,401",23/10/2007,,
18/12/2018,D3,2.1,Poomacha[nb 1],San Diego,"49,410",23/10/2007,,
18/12/2018,D4,0,Ammo (Horno) Fire,San Diego,"21,004",23/10/2007,,
11/12/2018,D0,92.23,Jack,Mariposa,"1,108",29/10/2007,,
11/12/2018,D1,75.17,Corral,Los Angeles,"4,901",24/11/2007,,
11/12/2018,D2,16.87,Sierra,Riverside,"10,584",06/02/2006,,
11/12/2018,D3,2.1,Hotlum,Siskiyou,"3,019",25/02/2006,,
11/12/2018,D4,0,Torch,Fresno,"1,964",13/05/2006,,
04/12/2018,D0,92.23,Stuhr,Stanislaus,"1,418",26/05/2006,,
04/12/2018,D1,79.69,Alpaugh,Tulare,"1,700",27/05/2006,,
04/12/2018,D2,18.34,Perkins,Santa Barbara,"14,988",19/06/2006,,
04/12/2018,D3,3.78,Boulder Complex,Plumas,"3,500",25/06/2006,,
04/12/2018,D4,0,Observation Complex,Lassen,"4,300",25/06/2006,,
27/11/2018,D0,100,Goodale,Inyo,"3,750",26/06/2006,,
27/11/2018,D1,83.66,Yolla Bolly,Tehama,"1,247",27/06/2006,,
27/11/2018,D2,18.33,Del Puerto,Stanislaus,"2,590",30/06/2006,,
27/11/2018,D3,3.78,Pedro,Tuolumne,"2,000",03/07/2006,,
27/11/2018,D4,0,Pushwalla Complex,Riverside,"2,000",07/07/2006,,
20/11/2018,D0,100,Happy Complex,Modoc,"1,780",09/07/2006,,
20/11/2018,D1,77.62,Canyon,Stanislaus,"34,000",09/07/2006,,
20/11/2018,D2,18.36,Sawtooth Complex,San Bernardino,"62,000",09/07/2006,,
20/11/2018,D3,3.78,Millard Fire Assist,Riverside,"24,210",09/07/2006,,
20/11/2018,D4,0,Beck,San Luis Obispo,"1,500",11/07/2006,,
13/11/2018,D0,100,Midway,Alameda,"6,400",11/07/2006,,
13/11/2018,D1,53.2,Creek,Lassen,"1,234",18/07/2006,,
13/11/2018,D2,18.35,Coytoe,Tulare,"1,325",20/07/2006,,
13/11/2018,D3,2.39,Olive,Merced,"25,007",21/07/2006,,
13/11/2018,D4,0,Ricco,Monterey,"14,506",22/07/2006,,
06/11/2018,D0,100,Three Rocks,Fresno,"8,400",22/07/2006,,
06/11/2018,D1,51.92,Horse,San Diego,"16,681",23/07/2006,,
06/11/2018,D2,18.35,Happy Camp,Siskiyou,"3,318",23/07/2006,,
06/11/2018,D3,2.39,Uncles Complex,Siskiyou,"30,454",23/07/2006,,
06/11/2018,D4,0,Oorleans Complex,Humboldt,"15,710",24/07/2006,,
30/10/2018,D0,84.84,Empire,Los Angeles,"1,094",25/07/2006,,
30/10/2018,D1,47.94,Hunter,Mendocino,"16,296",26/07/2006,,
30/10/2018,D2,19.3,Hoy,Siskiyou,"1,283",26/07/2006,,
30/10/2018,D3,2.73,Bar Complex,Trinity,"100,414",27/07/2006,,
30/10/2018,D4,0,Sage,Modoc,"4,855",27/07/2006,,
23/10/2018,D0,84.84,Junction,Trinity,"3,126",29/07/2006,,
23/10/2018,D1,47.94,Kingsley,Tehama,"6,854",02/08/2006,,
23/10/2018,D2,19.3,Cottonwood,Kern,"2,346",05/08/2006,,
23/10/2018,D3,2.73,Quail,Los Angeles,"4,864",13/08/2006,,
23/10/2018,D4,0,Pigeon,Trinity,"6,452",02/09/2006,,
16/10/2018,D0,84.84,Day,Ventura,"169,702",04/09/2006,,
16/10/2018,D1,47.94,Ralston,Placer,"8,423",05/09/2006,,
16/10/2018,D2,22.77,Sawmill,Mono,"7,434",14/09/2006,,
