droughtDate,droughtLvl,areaPct,fireName,county,acres,fireDate,countyList,countyCount
26/07/2016,D4,21.04,,,,,,
19/07/2016,D0,100,,,,,,
19/07/2016,D1,83.59,,,,,,
19/07/2016,D2,59.02,,,,,,
19/07/2016,D3,42.8,,,,,,
19/07/2016,D4,21.04,,,,,,
12/07/2016,D0,100,,,,,,
12/07/2016,D1,83.59,,,,,,
12/07/2016,D2,59.02,,,,,,
12/07/2016,D3,42.8,,,,,,
12/07/2016,D4,21.04,,,,,,
05/07/2016,D0,100,,,,,,
05/07/2016,D1,83.59,,,,,,
05/07/2016,D2,59.02,,,,,,
05/07/2016,D3,42.8,,,,,,
05/07/2016,D4,21.04,,,,,,
28/06/2016,D0,100,,,,,,
28/06/2016,D1,83.59,,,,,,
28/06/2016,D2,59.02,,,,,,
28/06/2016,D3,42.8,,,,,,
28/06/2016,D4,21.04,,,,,,
21/06/2016,D0,100,,,,,,
21/06/2016,D1,83.59,,,,,,
21/06/2016,D2,59.02,,,,,,
21/06/2016,D3,42.8,,,,,,
21/06/2016,D4,21.04,,,,,,
14/06/2016,D0,100,,,,,,
14/06/2016,D1,83.59,,,,,,
14/06/2016,D2,59.02,,,,,,
14/06/2016,D3,42.8,,,,,,
14/06/2016,D4,21.04,,,,,,
07/06/2016,D0,95.73,,,,,,
07/06/2016,D1,83.91,,,,,,
07/06/2016,D2,59.02,,,,,,
07/06/2016,D3,42.99,,,,,,
07/06/2016,D4,21.04,,,,,,
31/05/2016,D0,93.92,,,,,,
31/05/2016,D1,83.91,,,,,,
31/05/2016,D2,59.02,,,,,,
31/05/2016,D3,42.99,,,,,,
31/05/2016,D4,21.04,,,,,,
24/05/2016,D0,94.5,,,,,,
24/05/2016,D1,86.39,,,,,,
24/05/2016,D2,61,,,,,,
24/05/2016,D3,42.99,,,,,,
24/05/2016,D4,21.04,,,,,,
17/05/2016,D0,94.5,,,,,,
17/05/2016,D1,86.39,,,,,,
17/05/2016,D2,63.57,,,,,,
17/05/2016,D3,42.99,,,,,,
17/05/2016,D4,21.04,,,,,,
10/05/2016,D0,95.73,,,,,,
10/05/2016,D1,89.68,,,,,,
10/05/2016,D2,72.72,,,,,,
10/05/2016,D3,47.92,,,,,,
10/05/2016,D4,21.04,,,,,,
03/05/2016,D0,95.73,,,,,,
03/05/2016,D1,89.68,,,,,,
03/05/2016,D2,74.37,,,,,,
03/05/2016,D3,49.15,,,,,,
03/05/2016,D4,21.04,,,,,,
26/04/2016,D0,95.76,,,,,,
26/04/2016,D1,90.09,,,,,,
26/04/2016,D2,74.37,,,,,,
26/04/2016,D3,49.15,,,,,,
26/04/2016,D4,21.04,,,,,,
19/04/2016,D0,95.76,,,,,,
19/04/2016,D1,90.09,,,,,,
19/04/2016,D2,74.37,,,,,,
19/04/2016,D3,49.15,,,,,,
19/04/2016,D4,21.04,,,,,,
12/04/2016,D0,96.45,,,,,,
12/04/2016,D1,90.58,,,,,,
12/04/2016,D2,74.37,,,,,,
12/04/2016,D3,55.25,,,,,,
12/04/2016,D4,31.68,,,,,,
05/04/2016,D0,96.45,,,,,,
05/04/2016,D1,90.58,,,,,,
05/04/2016,D2,74.37,,,,,,
05/04/2016,D3,55.25,,,,,,
05/04/2016,D4,31.68,,,,,,
29/03/2016,D0,96.45,,,,,,
29/03/2016,D1,90.58,,,,,,
29/03/2016,D2,72.82,,,,,,
29/03/2016,D3,55.25,,,,,,
29/03/2016,D4,34.74,,,,,,
22/03/2016,D0,98.84,,,,,,
22/03/2016,D1,91.55,,,,,,
22/03/2016,D2,72.86,,,,,,
22/03/2016,D3,55.31,,,,,,
22/03/2016,D4,34.74,,,,,,
15/03/2016,D0,99.57,,,,,,
15/03/2016,D1,93.28,,,,,,
15/03/2016,D2,73.64,,,,,,
15/03/2016,D3,55.31,,,,,,
15/03/2016,D4,34.74,,,,,,
08/03/2016,D0,99.57,,,,,,
08/03/2016,D1,97.49,,,,,,
08/03/2016,D2,83.16,,,,,,
08/03/2016,D3,60.86,,,,,,
08/03/2016,D4,38.48,,,,,,
01/03/2016,D0,99.57,,,,,,
01/03/2016,D1,95.13,,,,,,
01/03/2016,D2,82.66,,,,,,
01/03/2016,D3,60.86,,,,,,
01/03/2016,D4,38.48,,,,,,
23/02/2016,D0,99.57,,,,,,
23/02/2016,D1,94.38,,,,,,
23/02/2016,D2,81.82,,,,,,
23/02/2016,D3,60.86,,,,,,
23/02/2016,D4,38.48,,,,,,
16/02/2016,D0,99.71,,,,,,
16/02/2016,D1,94.69,,,,,,
16/02/2016,D2,81.82,,,,,,
16/02/2016,D3,61.4,,,,,,
16/02/2016,D4,38.48,,,,,,
09/02/2016,D0,99.78,,,,,,
09/02/2016,D1,94.77,,,,,,
09/02/2016,D2,81.82,,,,,,
09/02/2016,D3,61.4,,,,,,
09/02/2016,D4,38.48,,,,,,
02/02/2016,D0,100,,,,,,
02/02/2016,D1,95.26,,,,,,
02/02/2016,D2,86.13,,,,,,
02/02/2016,D3,63.9,,,,,,
02/02/2016,D4,39.41,,,,,,
26/01/2016,D0,100,,,,,,
26/01/2016,D1,95.35,,,,,,
26/01/2016,D2,86.13,,,,,,
26/01/2016,D3,63.96,,,,,,
26/01/2016,D4,40.21,,,,,,
19/01/2016,D0,100,,,,,,
19/01/2016,D1,97.17,,,,,,
19/01/2016,D2,86.13,,,,,,
19/01/2016,D3,68.15,,,,,,
19/01/2016,D4,42.66,,,,,,
12/01/2016,D0,100,,,,,,
12/01/2016,D1,97.33,,,,,,
12/01/2016,D2,87.55,,,,,,
12/01/2016,D3,69.07,,,,,,
12/01/2016,D4,42.66,,,,,,
05/01/2016,D0,100,,,,,,
05/01/2016,D1,97.33,,,,,,
05/01/2016,D2,87.55,,,,,,
05/01/2016,D3,69.07,,,,,,
05/01/2016,D4,44.84,,,,,,
29/12/2015,D0,100,,,,,,
29/12/2015,D1,97.33,,,,,,
29/12/2015,D2,87.55,,,,,,
29/12/2015,D3,69.07,,,,,,
29/12/2015,D4,44.84,,,,,,
22/12/2015,D0,100,,,,,,
22/12/2015,D1,97.33,,,,,,
22/12/2015,D2,90.63,,,,,,
22/12/2015,D3,69.09,,,,,,
22/12/2015,D4,44.84,,,,,,
15/12/2015,D0,99.86,,,,,,
15/12/2015,D1,97.33,,,,,,
15/12/2015,D2,90.63,,,,,,
15/12/2015,D3,69.09,,,,,,
15/12/2015,D4,44.84,,,,,,
08/12/2015,D0,99.86,,,,,,
08/12/2015,D1,97.33,,,,,,
08/12/2015,D2,92.26,,,,,,
08/12/2015,D3,69.09,,,,,,
08/12/2015,D4,44.84,,,,,,
01/12/2015,D0,99.86,,,,,,
01/12/2015,D1,97.33,,,,,,
01/12/2015,D2,92.26,,,,,,
01/12/2015,D3,70.55,,,,,,
01/12/2015,D4,44.84,,,,,,
24/11/2015,D0,99.86,,,,,,
24/11/2015,D1,97.33,,,,,,
24/11/2015,D2,92.26,,,,,,
24/11/2015,D3,70.55,,,,,,
24/11/2015,D4,44.84,,,,,,
17/11/2015,D0,99.86,,,,,,
17/11/2015,D1,97.33,,,,,,
17/11/2015,D2,92.26,,,,,,
17/11/2015,D3,70.55,,,,,,
17/11/2015,D4,44.84,,,,,,
10/11/2015,D0,99.86,,,,,,
10/11/2015,D1,97.33,,,,,,
10/11/2015,D2,92.27,,,,,,
10/11/2015,D3,70.55,,,,,,
10/11/2015,D4,44.84,,,,,,
03/11/2015,D0,99.86,,,,,,
03/11/2015,D1,97.33,,,,,,
03/11/2015,D2,92.27,,,,,,
03/11/2015,D3,70.55,,,,,,
03/11/2015,D4,44.84,,,,,,
27/10/2015,D0,99.86,,,,,,
27/10/2015,D1,97.33,,,,,,
27/10/2015,D2,92.27,,,,,,
27/10/2015,D3,71.08,,,,,,
27/10/2015,D4,46,,,,,,
20/10/2015,D0,99.86,,,,,,
20/10/2015,D1,97.33,,,,,,
20/10/2015,D2,92.27,,,,,,
20/10/2015,D3,71.08,,,,,,
20/10/2015,D4,46,,,,,,
13/10/2015,D0,99.86,,,,,,
13/10/2015,D1,97.33,,,,,,
13/10/2015,D2,92.36,,,,,,
13/10/2015,D3,71.08,,,,,,
13/10/2015,D4,46,,,,,,
06/10/2015,D0,99.86,,,,,,
06/10/2015,D1,97.33,,,,,,
06/10/2015,D2,92.36,,,,,,
06/10/2015,D3,71.08,,,,,,
06/10/2015,D4,46,,,,,,
29/09/2015,D0,99.86,,,,,,
29/09/2015,D1,97.33,,,,,,
29/09/2015,D2,92.36,,,,,,
29/09/2015,D3,71.08,,,,,,
29/09/2015,D4,46,,,,,,
22/09/2015,D0,99.86,,,,,,
22/09/2015,D1,97.33,,,,,,
22/09/2015,D2,92.36,,,,,,
22/09/2015,D3,71.08,,,,,,
22/09/2015,D4,46,,,,,,
15/09/2015,D0,99.86,,,,,,
15/09/2015,D1,97.33,,,,,,
15/09/2015,D2,92.36,,,,,,
15/09/2015,D3,71.08,,,,,,
15/09/2015,D4,46,,,,,,
08/09/2015,D0,99.86,,,,,,
08/09/2015,D1,97.35,,,,,,
08/09/2015,D2,92.36,,,,,,
08/09/2015,D3,71.08,,,,,,
08/09/2015,D4,46,,,,,,
01/09/2015,D0,99.86,,,,,,
01/09/2015,D1,97.35,,,,,,
01/09/2015,D2,92.36,,,,,,
01/09/2015,D3,71.08,,,,,,
01/09/2015,D4,46,,,,,,
25/08/2015,D0,99.86,,,,,,
25/08/2015,D1,97.35,,,,,,
25/08/2015,D2,92.36,,,,,,
25/08/2015,D3,71.08,,,,,,
25/08/2015,D4,46,,,,,,
18/08/2015,D0,99.86,,,,,,
18/08/2015,D1,97.35,,,,,,
18/08/2015,D2,92.36,,,,,,
18/08/2015,D3,71.08,,,,,,
18/08/2015,D4,46,,,,,,
11/08/2015,D0,99.86,,,,,,
11/08/2015,D1,97.35,,,,,,
11/08/2015,D2,92.36,,,,,,
11/08/2015,D3,71.08,,,,,,
11/08/2015,D4,46,,,,,,
04/08/2015,D0,99.86,,,,,,
04/08/2015,D1,97.35,,,,,,
04/08/2015,D2,94.59,,,,,,
04/08/2015,D3,71.08,,,,,,
04/08/2015,D4,46,,,,,,
28/07/2015,D0,99.86,,,,,,
28/07/2015,D1,97.35,,,,,,
28/07/2015,D2,94.59,,,,,,
28/07/2015,D3,71.08,,,,,,
28/07/2015,D4,46,,,,,,
21/07/2015,D0,99.86,,,,,,
21/07/2015,D1,97.35,,,,,,
21/07/2015,D2,94.59,,,,,,
21/07/2015,D3,71.08,,,,,,
21/07/2015,D4,46,,,,,,
14/07/2015,D0,99.86,,,,,,
14/07/2015,D1,98.71,,,,,,
14/07/2015,D2,94.59,,,,,,
14/07/2015,D3,71.08,,,,,,
14/07/2015,D4,46,,,,,,
07/07/2015,D0,99.86,,,,,,
07/07/2015,D1,98.71,,,,,,
07/07/2015,D2,94.59,,,,,,
07/07/2015,D3,71.08,,,,,,
07/07/2015,D4,46.73,,,,,,
30/06/2015,D0,99.86,,,,,,
30/06/2015,D1,98.71,,,,,,
30/06/2015,D2,94.59,,,,,,
30/06/2015,D3,71.08,,,,,,
30/06/2015,D4,46.73,,,,,,
23/06/2015,D0,99.86,,,,,,
23/06/2015,D1,98.71,,,,,,
23/06/2015,D2,94.59,,,,,,
23/06/2015,D3,71.08,,,,,,
23/06/2015,D4,46.73,,,,,,
16/06/2015,D0,99.86,,,,,,
16/06/2015,D1,98.71,,,,,,
16/06/2015,D2,94.59,,,,,,
16/06/2015,D3,71.08,,,,,,
16/06/2015,D4,46.73,,,,,,
09/06/2015,D0,99.86,,,,,,
09/06/2015,D1,98.71,,,,,,
09/06/2015,D2,93.91,,,,,,
09/06/2015,D3,71.08,,,,,,
09/06/2015,D4,46.73,,,,,,
02/06/2015,D0,99.86,,,,,,
02/06/2015,D1,98.71,,,,,,
02/06/2015,D2,93.91,,,,,,
02/06/2015,D3,69.61,,,,,,
02/06/2015,D4,46.73,,,,,,
26/05/2015,D0,99.86,,,,,,
26/05/2015,D1,98.71,,,,,,
26/05/2015,D2,93.91,,,,,,
26/05/2015,D3,66.6,,,,,,
26/05/2015,D4,46.73,,,,,,
19/05/2015,D0,99.86,,,,,,
19/05/2015,D1,98.28,,,,,,
19/05/2015,D2,93.91,,,,,,
19/05/2015,D3,66.6,,,,,,
19/05/2015,D4,46.77,,,,,,
12/05/2015,D0,99.86,,,,,,
12/05/2015,D1,98.28,,,,,,
12/05/2015,D2,93.91,,,,,,
12/05/2015,D3,66.6,,,,,,
12/05/2015,D4,46.77,,,,,,
05/05/2015,D0,99.86,,,,,,
05/05/2015,D1,98.28,,,,,,
05/05/2015,D2,93.91,,,,,,
05/05/2015,D3,66.6,,,,,,
05/05/2015,D4,46.77,,,,,,
28/04/2015,D0,99.86,,,,,,
28/04/2015,D1,98.11,,,,,,
28/04/2015,D2,93.44,,,,,,
28/04/2015,D3,66.6,,,,,,
28/04/2015,D4,46.77,,,,,,
21/04/2015,D0,99.86,,,,,,
21/04/2015,D1,98.11,,,,,,
21/04/2015,D2,93.44,,,,,,
21/04/2015,D3,66.6,,,,,,
21/04/2015,D4,46.77,,,,,,
14/04/2015,D0,99.86,,,,,,
14/04/2015,D1,98.11,,,,,,
14/04/2015,D2,93.44,,,,,,
14/04/2015,D3,66.6,,,,,,
14/04/2015,D4,44.32,,,,,,
07/04/2015,D0,99.85,,,,,,
07/04/2015,D1,98.11,,,,,,
07/04/2015,D2,93.44,,,,,,
07/04/2015,D3,66.6,,,,,,
07/04/2015,D4,44.32,,,,,,
31/03/2015,D0,99.85,,,,,,
31/03/2015,D1,98.11,,,,,,
31/03/2015,D2,93.44,,,,,,
31/03/2015,D3,66.6,,,,,,
31/03/2015,D4,41.41,,,,,,
24/03/2015,D0,99.85,,,,,,
24/03/2015,D1,98.11,,,,,,
24/03/2015,D2,93.44,,,,,,
24/03/2015,D3,66.6,,,,,,
24/03/2015,D4,41.41,,,,,,
17/03/2015,D0,99.84,,,,,,
17/03/2015,D1,98.11,,,,,,
17/03/2015,D2,93.44,,,,,,
17/03/2015,D3,67.46,,,,,,
17/03/2015,D4,39.92,,,,,,
10/03/2015,D0,99.84,,,,,,
10/03/2015,D1,98.11,,,,,,
10/03/2015,D2,93.44,,,,,,
10/03/2015,D3,67.46,,,,,,
10/03/2015,D4,39.92,,,,,,
03/03/2015,D0,99.84,,,,,,
03/03/2015,D1,98.1,,,,,,
03/03/2015,D2,93.44,,,,,,
03/03/2015,D3,67.46,,,,,,
03/03/2015,D4,39.92,,,,,,
24/02/2015,D0,99.84,,,,,,
24/02/2015,D1,98.1,,,,,,
24/02/2015,D2,93.44,,,,,,
24/02/2015,D3,67.46,,,,,,
24/02/2015,D4,39.92,,,,,,
17/02/2015,D0,99.84,,,,,,
17/02/2015,D1,98.1,,,,,,
17/02/2015,D2,93.44,,,,,,
17/02/2015,D3,67.46,,,,,,
17/02/2015,D4,41.2,,,,,,
10/02/2015,D0,99.84,,,,,,
10/02/2015,D1,98.1,,,,,,
10/02/2015,D2,93.44,,,,,,
10/02/2015,D3,67.46,,,,,,
10/02/2015,D4,39.99,,,,,,
03/02/2015,D0,99.84,,,,,,
03/02/2015,D1,98.13,,,,,,
03/02/2015,D2,93.57,,,,,,
03/02/2015,D3,77.46,,,,,,
03/02/2015,D4,39.99,,,,,,
27/01/2015,D0,100,,,,,,
27/01/2015,D1,98.13,,,,,,
27/01/2015,D2,94.34,,,,,,
27/01/2015,D3,77.52,,,,,,
27/01/2015,D4,39.99,,,,,,
20/01/2015,D0,100,,,,,,
20/01/2015,D1,98.13,,,,,,
20/01/2015,D2,94.34,,,,,,
20/01/2015,D3,77.52,,,,,,
20/01/2015,D4,39.15,,,,,,
13/01/2015,D0,100,,,,,,
13/01/2015,D1,98.12,,,,,,
13/01/2015,D2,94.34,,,,,,
13/01/2015,D3,77.52,,,,,,
13/01/2015,D4,39.15,,,,,,
06/01/2015,D0,100,,,,,,
06/01/2015,D1,98.12,,,,,,
06/01/2015,D2,94.34,,,,,,
06/01/2015,D3,77.94,,,,,,
06/01/2015,D4,32.21,,,,,,
30/12/2014,D0,100,,,,,,
30/12/2014,D1,98.12,,,,,,
30/12/2014,D2,94.34,,,,,,
30/12/2014,D3,77.94,,,,,,
30/12/2014,D4,32.21,,,,,,
23/12/2014,D0,100,,,,,,
23/12/2014,D1,98.41,,,,,,
23/12/2014,D2,94.42,,,,,,
23/12/2014,D3,77.94,,,,,,
23/12/2014,D4,32.21,,,,,,
16/12/2014,D0,100,,,,,,
16/12/2014,D1,98.41,,,,,,
16/12/2014,D2,94.42,,,,,,
16/12/2014,D3,77.94,,,,,,
16/12/2014,D4,32.21,,,,,,
09/12/2014,D0,100,,,,,,
09/12/2014,D1,99.72,,,,,,
09/12/2014,D2,94.42,,,,,,
09/12/2014,D3,79.69,,,,,,
09/12/2014,D4,55.08,,,,,,
02/12/2014,D0,100,,,,,,
02/12/2014,D1,99.72,,,,,,
02/12/2014,D2,94.42,,,,,,
02/12/2014,D3,79.69,,,,,,
02/12/2014,D4,55.08,,,,,,
25/11/2014,D0,100,,,,,,
25/11/2014,D1,99.72,,,,,,
25/11/2014,D2,94.42,,,,,,
25/11/2014,D3,79.69,,,,,,
25/11/2014,D4,55.08,,,,,,
18/11/2014,D0,100,,,,,,
18/11/2014,D1,99.72,,,,,,
18/11/2014,D2,94.42,,,,,,
18/11/2014,D3,79.69,,,,,,
18/11/2014,D4,55.08,,,,,,
11/11/2014,D0,100,,,,,,
11/11/2014,D1,99.72,,,,,,
11/11/2014,D2,94.42,,,,,,
11/11/2014,D3,79.69,,,,,,
11/11/2014,D4,55.08,,,,,,
04/11/2014,D0,100,,,,,,
04/11/2014,D1,99.71,,,,,,
04/11/2014,D2,94.42,,,,,,
04/11/2014,D3,79.69,,,,,,
04/11/2014,D4,55.08,,,,,,
28/10/2014,D0,100,,,,,,
28/10/2014,D1,100,,,,,,
28/10/2014,D2,95.04,,,,,,
28/10/2014,D3,81.92,,,,,,
28/10/2014,D4,58.41,,,,,,
21/10/2014,D0,100,,,,,,
21/10/2014,D1,100,,,,,,
21/10/2014,D2,95.04,,,,,,
21/10/2014,D3,81.92,,,,,,
21/10/2014,D4,58.41,,,,,,
14/10/2014,D0,100,,,,,,
14/10/2014,D1,100,,,,,,
14/10/2014,D2,95.04,,,,,,
14/10/2014,D3,81.92,,,,,,
14/10/2014,D4,58.41,,,,,,
07/10/2014,D0,100,,,,,,
07/10/2014,D1,100,,,,,,
07/10/2014,D2,95.04,,,,,,
07/10/2014,D3,81.92,,,,,,
07/10/2014,D4,58.41,,,,,,
30/09/2014,D0,100,,,,,,
30/09/2014,D1,100,,,,,,
30/09/2014,D2,95.04,,,,,,
30/09/2014,D3,81.92,,,,,,
30/09/2014,D4,58.41,,,,,,
23/09/2014,D0,100,,,,,,
23/09/2014,D1,100,,,,,,
23/09/2014,D2,95.34,,,,,,
23/09/2014,D3,81.92,,,,,,
23/09/2014,D4,58.41,,,,,,
16/09/2014,D0,100,,,,,,
16/09/2014,D1,100,,,,,,
16/09/2014,D2,95.42,,,,,,
16/09/2014,D3,81.92,,,,,,
16/09/2014,D4,58.41,,,,,,
09/09/2014,D0,100,,,,,,
09/09/2014,D1,100,,,,,,
09/09/2014,D2,95.42,,,,,,
09/09/2014,D3,81.92,,,,,,
09/09/2014,D4,58.41,,,,,,
02/09/2014,D0,100,,,,,,
02/09/2014,D1,100,,,,,,
02/09/2014,D2,95.42,,,,,,
02/09/2014,D3,81.92,,,,,,
02/09/2014,D4,58.41,,,,,,
26/08/2014,D0,100,,,,,,
26/08/2014,D1,100,,,,,,
26/08/2014,D2,95.42,,,,,,
26/08/2014,D3,81.92,,,,,,
26/08/2014,D4,58.41,,,,,,
19/08/2014,D0,100,,,,,,
19/08/2014,D1,100,,,,,,
19/08/2014,D2,97.59,,,,,,
19/08/2014,D3,81.92,,,,,,
19/08/2014,D4,58.41,,,,,,
12/08/2014,D0,100,,,,,,
12/08/2014,D1,100,,,,,,
12/08/2014,D2,99.8,,,,,,
12/08/2014,D3,81.92,,,,,,
12/08/2014,D4,58.41,,,,,,
05/08/2014,D0,100,,,,,,
05/08/2014,D1,100,,,,,,
05/08/2014,D2,99.8,,,,,,
05/08/2014,D3,81.92,,,,,,
05/08/2014,D4,58.41,,,,,,
29/07/2014,D0,100,,,,,,
29/07/2014,D1,100,,,,,,
29/07/2014,D2,100,,,,,,
29/07/2014,D3,81.89,,,,,,
29/07/2014,D4,58.41,,,,,,
22/07/2014,D0,100,,,,,,
22/07/2014,D1,100,,,,,,
22/07/2014,D2,100,,,,,,
22/07/2014,D3,81.89,,,,,,
22/07/2014,D4,36.49,,,,,,
15/07/2014,D0,100,,,,,,
15/07/2014,D1,100,,,,,,
15/07/2014,D2,100,,,,,,
15/07/2014,D3,81.85,,,,,,
15/07/2014,D4,36.49,,,,,,
08/07/2014,D0,100,,,,,,
08/07/2014,D1,100,,,,,,
08/07/2014,D2,100,,,,,,
08/07/2014,D3,78.97,,,,,,
08/07/2014,D4,36.46,,,,,,
01/07/2014,D0,100,,,,,,
01/07/2014,D1,100,,,,,,
01/07/2014,D2,100,,,,,,
01/07/2014,D3,78.97,,,,,,
01/07/2014,D4,36.46,,,,,,
24/06/2014,D0,100,,,,,,
24/06/2014,D1,100,,,,,,
24/06/2014,D2,100,,,,,,
24/06/2014,D3,76.69,,,,,,
24/06/2014,D4,32.98,,,,,,
17/06/2014,D0,100,,,,,,
17/06/2014,D1,100,,,,,,
17/06/2014,D2,100,,,,,,
17/06/2014,D3,76.69,,,,,,
17/06/2014,D4,32.98,,,,,,
10/06/2014,D0,100,,,,,,
10/06/2014,D1,100,,,,,,
10/06/2014,D2,100,,,,,,
10/06/2014,D3,76.68,,,,,,
10/06/2014,D4,24.77,,,,,,
03/06/2014,D0,100,,,,,,
03/06/2014,D1,100,,,,,,
03/06/2014,D2,100,,,,,,
03/06/2014,D3,76.68,,,,,,
03/06/2014,D4,24.77,,,,,,
27/05/2014,D0,100,,,,,,
27/05/2014,D1,100,,,,,,
27/05/2014,D2,100,,,,,,
27/05/2014,D3,76.68,,,,,,
27/05/2014,D4,24.77,,,,,,
20/05/2014,D0,100,,,,,,
20/05/2014,D1,100,,,,,,
20/05/2014,D2,100,,,,,,
20/05/2014,D3,76.68,,,,,,
20/05/2014,D4,24.77,,,,,,
13/05/2014,D0,100,,,,,,
13/05/2014,D1,100,,,,,,
13/05/2014,D2,100,,,,,,
13/05/2014,D3,76.68,,,,,,
13/05/2014,D4,24.77,,,,,,
06/05/2014,D0,100,,,,,,
06/05/2014,D1,100,,,,,,
06/05/2014,D2,95.93,,,,,,
06/05/2014,D3,76.68,,,,,,
06/05/2014,D4,24.77,,,,,,
29/04/2014,D0,100,,,,,,
29/04/2014,D1,100,,,,,,
29/04/2014,D2,96.01,,,,,,
29/04/2014,D3,76.68,,,,,,
29/04/2014,D4,24.77,,,,,,
22/04/2014,D0,100,,,,,,
22/04/2014,D1,100,,,,,,
22/04/2014,D2,96.01,,,,,,
22/04/2014,D3,76.68,,,,,,
22/04/2014,D4,24.77,,,,,,
15/04/2014,D0,100,,,,,,
15/04/2014,D1,99.8,,,,,,
15/04/2014,D2,95.21,,,,,,
15/04/2014,D3,68.76,,,,,,
15/04/2014,D4,23.49,,,,,,
08/04/2014,D0,100,,,,,,
08/04/2014,D1,99.81,,,,,,
08/04/2014,D2,95.21,,,,,,
08/04/2014,D3,68.76,,,,,,
08/04/2014,D4,23.49,,,,,,
01/04/2014,D0,100,,,,,,
01/04/2014,D1,99.81,,,,,,
01/04/2014,D2,95.21,,,,,,
01/04/2014,D3,68.76,,,,,,
01/04/2014,D4,23.49,,,,,,
25/03/2014,D0,100,,,,,,
25/03/2014,D1,99.8,,,,,,
25/03/2014,D2,95.21,,,,,,
25/03/2014,D3,71.78,,,,,,
25/03/2014,D4,23.42,,,,,,
18/03/2014,D0,99.99,,,,,,
18/03/2014,D1,99.8,,,,,,
18/03/2014,D2,93.08,,,,,,
18/03/2014,D3,71.78,,,,,,
18/03/2014,D4,22.37,,,,,,
11/03/2014,D0,99.99,,,,,,
11/03/2014,D1,94.56,,,,,,
11/03/2014,D2,90.81,,,,,,
11/03/2014,D3,65.89,,,,,,
11/03/2014,D4,22.37,,,,,,
04/03/2014,D0,100,,,,,,
04/03/2014,D1,94.56,,,,,,
04/03/2014,D2,90.82,,,,,,
04/03/2014,D3,65.89,,,,,,
04/03/2014,D4,22.37,,,,,,
25/02/2014,D0,100,,,,,,
25/02/2014,D1,94.56,,,,,,
25/02/2014,D2,90.82,,,,,,
25/02/2014,D3,73.83,,,,,,
25/02/2014,D4,26.21,,,,,,
18/02/2014,D0,100,,,,,,
18/02/2014,D1,94.54,,,,,,
18/02/2014,D2,90.82,,,,,,
18/02/2014,D3,68.3,,,,,,
18/02/2014,D4,14.62,,,,,,
11/02/2014,D0,98.57,,,,,,
11/02/2014,D1,94.54,,,,,,
11/02/2014,D2,91.59,,,,,,
11/02/2014,D3,60.94,,,,,,
11/02/2014,D4,9.81,,,,,,
04/02/2014,D0,98.57,,,,,,
04/02/2014,D1,94.18,,,,,,
04/02/2014,D2,89.91,,,,,,
04/02/2014,D3,67.13,,,,,,
04/02/2014,D4,9.81,,,,,,
28/01/2014,D0,98.57,,,,,,
28/01/2014,D1,94.18,,,,,,
28/01/2014,D2,89.91,,,,,,
28/01/2014,D3,67.13,,,,,,
28/01/2014,D4,8.77,,,,,,
21/01/2014,D0,98.57,,,,,,
21/01/2014,D1,94.18,,,,,,
21/01/2014,D2,89.91,,,,,,
21/01/2014,D3,62.71,,,,,,
21/01/2014,D4,0,,,,,,
14/01/2014,D0,98.57,,,,,,
14/01/2014,D1,94.18,,,,,,
14/01/2014,D2,89.91,,,,,,
14/01/2014,D3,62.71,,,,,,
14/01/2014,D4,0,,,,,,
07/01/2014,D0,98.57,,,,,,
07/01/2014,D1,94.25,,,,,,
07/01/2014,D2,87.53,,,,,,
07/01/2014,D3,27.59,,,,,,
07/01/2014,D4,0,,,,,,
31/12/2013,D0,97.39,,,,,,
31/12/2013,D1,94.25,,,,,,
31/12/2013,D2,87.53,,,,,,
31/12/2013,D3,27.59,,,,,,
31/12/2013,D4,0,,,,,,
24/12/2013,D0,97.39,,,,,,
24/12/2013,D1,94.25,,,,,,
24/12/2013,D2,84.88,,,,,,
24/12/2013,D3,27.59,,,,,,
24/12/2013,D4,0,,,,,,
17/12/2013,D0,97.39,,,,,,
17/12/2013,D1,94.25,,,,,,
17/12/2013,D2,82.53,,,,,,
17/12/2013,D3,27.59,,,,,,
17/12/2013,D4,0,,,,,,
10/12/2013,D0,97.39,,,,,,
10/12/2013,D1,94.15,,,,,,
10/12/2013,D2,82.53,,,,,,
10/12/2013,D3,27.59,,,,,,
10/12/2013,D4,0,,,,,,
03/12/2013,D0,97.39,,,,,,
03/12/2013,D1,94.15,,,,,,
03/12/2013,D2,82.53,,,,,,
03/12/2013,D3,27.59,,,,,,
03/12/2013,D4,0,,,,,,
26/11/2013,D0,97.39,,,,,,
26/11/2013,D1,94.15,,,,,,
26/11/2013,D2,82.53,,,,,,
26/11/2013,D3,27.59,,,,,,
26/11/2013,D4,0,,,,,,
19/11/2013,D0,97.39,,,,,,
19/11/2013,D1,96,,,,,,
19/11/2013,D2,84.12,,,,,,
19/11/2013,D3,27.59,,,,,,
19/11/2013,D4,0,,,,,,
12/11/2013,D0,97.39,,,,,,
12/11/2013,D1,96,,,,,,
12/11/2013,D2,84.12,,,,,,
12/11/2013,D3,11.36,,,,,,
12/11/2013,D4,0,,,,,,
05/11/2013,D0,97.38,,,,,,
05/11/2013,D1,95.98,,,,,,
05/11/2013,D2,84.12,,,,,,
05/11/2013,D3,11.36,,,,,,
05/11/2013,D4,0,,,,,,
